Table 1,,,,,,,,,,,,
Changes to census subdivisions by province and territory,,,,,,,,,,,,
Gaining CSDuid ,Gaining CSDname ,Gaining CSDtype ,Gaining Change Code ,Gaining Change Code Description,Losing CSDuid ,Losing CSDname ,Losing CSDtype ,Losing Change Code ,Losing Change Code Description,Census Population Affected,Effective Date,File Number
Newfoundland and Labrador,,,,,,,,,,,,
5933889,Squaam 2,IRI,8C,Area gained due to boundary correction,5933072,Thompson-Nicola O (Lower North Thompson),RDA,9C,Area lost due to boundary correction,...,02/01/2016,590151
5931006,Squamish,DM,8C,Area gained due to boundary correction,5931808,Waiwakum 14,IRI,9C,Area lost due to boundary correction,...,02/01/2016,590165
5931034,Squamish-Lillooet B,RDA,8,Area and population gained due to correction,5931831,Slosh 1,IRI,9,Area and population lost due to correction,25,02/01/2016,590150
5931034,Squamish-Lillooet B,RDA,8C,Area gained due to boundary correction,5931821,Lillooet 1,IRI,9C,Area lost due to boundary correction,...,02/01/2016,590182
5931017,Squamish-Lillooet C,RDA,8C,Area gained due to boundary correction,5931844,Nequatque,IRI,9C,Area lost due to boundary correction,...,02/01/2016,590039
5901808,St. Mary's,IRI,1,Incorporation from part,5901035,East Kootenay C,RDA,6,Area lost due to incorporation,15,02/01/2016,590102
5933892,Stequmwhulpa 5,IRI,1,Incorporation from part,5933060,Thompson-Nicola L (Grasslands),RDA,6,Area lost due to incorporation,10,30/06/1916,590171
5957022,Stikine Region,RDA,8,Area and population gained due to correction,5957814,Liard River 3,IRI,9,Area and population lost due to correction,30,02/01/2016,590042
5929018,Sunshine Coast A,RDA,8,Area and population gained due to correction,5929803,Sechelt (Part),IGD,9,Area and population lost due to correction,0,02/01/2016,590167
5929028,Sunshine Coast F,RDA,8C,Area gained due to boundary correction,5929801,Chekwelp 26,IRI,9C,Area lost due to boundary correction,...,02/01/2016,590086
5915004,Surrey,CY,8C,Area gained due to boundary correction,5915801,Semiahmoo,IRI,9C,Area lost due to boundary correction,...,02/01/2016,590065
5939811,Switsemalph,IRI,8C,Area gained due to boundary correction,5939032,Salmon Arm,CY,9C,Area lost due to boundary correction,...,02/01/2016,590161
5949846,Tahltan 1,IRI,8C,Area gained due to boundary correction,5957022,Stikine Region,RDA,9C,Area lost due to boundary correction,...,02/01/2016,590155
5949846,Tahltan 1,IRI,8C,Area gained due to boundary correction,5949038,Kitimat-Stikine F,RDA,9C,Area lost due to boundary correction,...,02/01/2016,590155
5949847,Telegraph Creek,IRI,8C,Area gained due to boundary correction,5949041,Kitimat-Stikine D,RDA,9C,Area lost due to boundary correction,...,02/01/2016,590035
5949847,Telegraph Creek,IRI,10,Population gained due to correction,5949041,Kitimat-Stikine D,RDA,11,Population lost due to correction,53,02/01/2016,590037
5943826,Thomas Point 5A,IRI,1,Incorporation from part,5943023,Port Hardy,DM,6,Area lost due to incorporation,0,02/01/2016,590140
5933037,Thompson-Nicola I (Blue Sky Country),RDA,8C,Area gained due to boundary correction,5933882,Kanaka Bar,IRI,9C,Area lost due to boundary correction,...,02/01/2016,590051
5933037,Thompson-Nicola I (Blue Sky Country),RDA,8C,Area gained due to boundary correction,5933896,Nekliptum  1,IRI,9C,Area lost due to boundary correction,...,02/01/2016,590053
5933037,Thompson-Nicola I (Blue Sky Country),RDA,8C,Area gained due to boundary correction,5933882,Kanaka Bar,IRI,9C,Area lost due to boundary correction,...,02/01/2016,590054
5933037,Thompson-Nicola I (Blue Sky Country),RDA,8C,Area gained due to boundary correction,5933852,Nohomeen 23,IRI,9C,Area lost due to boundary correction,...,02/01/2016,590082
5933037,Thompson-Nicola I (Blue Sky Country),RDA,8,Area and population gained due to correction,5933833,Inkluckcheen,IRI,9,Area and population lost due to correction,5,02/01/2016,590158
5933037,Thompson-Nicola I (Blue Sky Country),RDA,8,Area and population gained due to correction,5933881,Spences Bridge,IRI,9,Area and population lost due to correction,0,02/01/2016,590163
5933072,Thompson-Nicola O (Lower North Thompson),RDA,8C,Area gained due to boundary correction,5933888,Louis Creek 4,IRI,9C,Area lost due to boundary correction,...,02/01/2016,590084
5933072,Thompson-Nicola O (Lower North Thompson),RDA,8,Area and population gained due to correction,5933886,Nekalliston 2,IRI,9,Area and population lost due to correction,0,02/01/2016,590133
5933072,Thompson-Nicola O (Lower North Thompson),RDA,8,Area and population gained due to correction,5933889,Squaam 2,IRI,9,Area and population lost due to correction,0,02/01/2016,590152
5947823,Tlaa Gaa Aawtlaas 28,IRI,1,Incorporation from part,5947027,North Coast D,RDA,6,Area lost due to incorporation,71,23/03/2004,590108
5915802,Tsawwassen,TWL,3,Type change,...,Tsawwassen,IRI,...,...,...,06/12/2007,590172
5915802,Tsawwassen,TWL,8C,Area gained due to boundary correction,5915011,Delta,CY,9C,Area lost due to boundary correction,...,02/01/2016,590175
5935802,Tsinstikeptum  9,IRI,8C,Area gained due to boundary correction,5935029,West Kelowna,CY,9C,Area lost due to boundary correction,...,02/01/2016,590062
5935803,Tsinstikeptum 10,IRI,8C,Area gained due to boundary correction,5935029,West Kelowna,CY,9C,Area lost due to boundary correction,...,02/01/2016,590095
5935803,Tsinstikeptum 10,IRI,8C,Area gained due to boundary correction,5935029,West Kelowna,CY,9C,Area lost due to boundary correction,...,02/01/2016,590136
5933893,Twoyqhalsht 16,IRI,1,Incorporation from part,5933037,Thompson-Nicola I (Blue Sky Country),RDA,6,Area lost due to incorporation,0,16/01/1975,590141
5909830,Tzeachten 13,IRI,8C,Area gained due to boundary correction,5909020,Chilliwack,CY,9C,Area lost due to boundary correction,...,02/01/2016,590154
5915022,Vancouver,CY,8C,Area gained due to boundary correction,5915020,Metro Vancouver A,RDA,9C,Area lost due to boundary correction,...,02/01/2016,590177
5937014,Vernon,CY,5,Area gained due to partial annexation,5937017,North Okanagan B,RDA,6,Area lost due to partial annexation,0,06/03/2017,590017
5937014,Vernon,CY,5,Area gained due to partial annexation,5937021,North Okanagan C,RDA,6,Area lost due to partial annexation,0,06/03/2017,590018
5937014,Vernon,CY,8C,Area gained due to boundary correction,5937017,North Okanagan B,RDA,9C,Area lost due to boundary correction,...,02/01/2016,590073
5937014,Vernon,CY,8C,Area gained due to boundary correction,5937021,North Okanagan C,RDA,9C,Area lost due to boundary correction,...,02/01/2016,590075
5931808,Waiwakum 14,IRI,8,Area and population gained due to correction,5931006,Squamish,DM,9,Area and population lost due to correction,15,02/01/2016,590164
5935029,West Kelowna,CY,3,Type change,...,West Kelowna,DM,...,...,...,02/01/2016,590023
5935029,West Kelowna,CY,8C,Area gained due to boundary correction,5935802,Tsinstikeptum  9,IRI,9C,Area lost due to boundary correction,...,02/01/2016,590061
5935029,West Kelowna,CY,8C,Area gained due to boundary correction,5935803,Tsinstikeptum 10,IRI,9C,Area lost due to boundary correction,...,02/01/2016,590096
5935029,West Kelowna,CY,8C,Area gained due to boundary correction,5935018,Peachland,DM,9C,Area lost due to boundary correction,...,02/01/2016,590169
5941855,Windy Mouth 7,IRI,8C,Area gained due to boundary correction,5941015,Cariboo G,RDA,9C,Area lost due to boundary correction,...,02/01/2016,590079
5941855,Windy Mouth 7,IRI,8,Area and population gained due to correction,5941015,Cariboo G,RDA,9,Area and population lost due to correction,5,01/12/2020,590190
5909818,Yale Town 1,IRI,8C,Area gained due to boundary correction,5909016,Fraser Valley B,RDA,9C,Area lost due to boundary correction,...,02/01/2016,590153
5927010,qathet A,RDA,2,Name change,...,Powell River A,RDA,...,...,...,05/07/2018,590044
5927012,qathet B,RDA,2,Name change,...,Powell River B,RDA,...,...,...,05/07/2018,590045
5927016,qathet C,RDA,2,Name change,...,Powell River C,RDA,...,...,...,05/07/2018,590046
5927018,qathet D,RDA,2,Name change,...,Powell River D,RDA,...,...,...,05/07/2018,590047
5927020,qathet E,RDA,2,Name change,...,Powell River E,RDA,...,...,...,05/07/2018,590048
Yukon,,,,,,,,,,,,
6001038,Champagne Landing 10,S-É,8,Area and population gained due to correction,6001045,"Yukon, Unorganized",NO,9,Area and population lost due to correction,0,02/01/2016,600004
6001019,Kloo Lake,S-É,8C,Area gained due to boundary correction,6001045,"Yukon, Unorganized",NO,9C,Area lost due to boundary correction,...,02/01/2016,600005
6001065,North Slope,NO,1,Incorporation from part,6001045,"Yukon, Unorganized",NO,6,Area lost due to incorporation,0,02/01/2016,600010
6001046,Swift River,SÉ,8,Area and population gained due to correction,6001045,"Yukon, Unorganized",NO,9,Area and population lost due to correction,0,02/01/2016,600007
6001006,Teslin,VL,8,Area and population gained due to correction,6001007,Teslin Post 13,SG,9,Area and population lost due to correction,109,02/01/2016,600009
6001006,Teslin,VL,8,Area and population gained due to correction,6001045,"Yukon, Unorganized",NO,9,Area and population lost due to correction,22,02/01/2016,600009
6001003,Watson Lake,T,8,Area and population gained due to correction,6001045,"Yukon, Unorganized",NO,9,Area and population lost due to correction,105,02/01/2016,600001
6001003,Watson Lake,T,5A,Area gained due to complete annexation,6001035,Two Mile and Two and One-Half Mile Village,S-É,4,Dissolution,188,02/01/2016,600002
6001045,"Yukon, Unorganized",NO,5A,Area gained due to complete annexation,6001016,Klukshu,S-É,4,Dissolution,0,17/03/2020,600003
6001045,"Yukon, Unorganized",NO,8C,Area gained due to boundary correction,6001019,Kloo Lake,S-É,9C,Area lost due to boundary correction,...,02/01/2016,600006
6001045,"Yukon, Unorganized",NO,8C,Area gained due to boundary correction,6001046,Swift River,SÉ,9C,Area lost due to boundary correction,...,02/01/2016,600008
Northwest Territories,,,,,,,,,,,,
6106021,Dettah,SET,2,Name change,...,Detah,SET,...,...,...,01/11/2020,610004
6105003,Enterprise,HAM,8C,Area gained due to boundary correction,6104097,"Region 4, Unorganized",NO,9C,Area lost due to boundary correction,...,02/01/2016,610001
6105003,Enterprise,HAM,8C,Area gained due to boundary correction,6105016,Hay River,T,9C,Area lost due to boundary correction,...,02/01/2016,610001
6105097,"Region 5, Unorganized",NO,8C,Area gained due to boundary correction,6105016,Hay River,T,9C,Area lost due to boundary correction,...,02/01/2016,610002
6105097,"Region 5, Unorganized",NO,8C,Area gained due to boundary correction,6105003,Enterprise,HAM,9C,Area lost due to boundary correction,...,02/01/2016,610002
6105097,"Region 5, Unorganized",NO,8C,Area gained due to boundary correction,6105004,Salt Plains 195,IRI,9C,Area lost due to boundary correction,...,02/01/2016,610003
Nunavut,,,,,,,,,,,,
6204012,Igloolik,HAM,10,Population gained due to correction,6204030,"Baffin, Unorganized",NO,11,Population lost due to correction,62,02/01/2016,620001
6205033,"Kivalliq, Unorganized",NO,2,Name change,...,"Keewatin, Unorganized",NO,...,...,...,02/01/2016,620003
6204030,"Qikiqtaaluk, Unorganized",NO,2,Name change,...,"Baffin, Unorganized",NO,...,...,...,02/01/2016,620002
